name,market,city,status,efficiency_score,total_funding
Lifeables, Curated Web ,Boston,operating,26.7,217500.0
LifeBio, Consumer Internet ,Marysville,operating,26.7,80000.0
LifeBlinx,Unknown,Cincinnati,operating,26.7,0.0
Lifebooker.com, Advertising ,Brooklyn,operating,26.7,6500000.0
Lifecrowd, Social Media ,Santa Monica,operating,26.7,5000000.0
LifeDox, Health and Wellness ,Sandy Spring,operating,26.7,625000.0
lifeIO, Curated Web ,New York,operating,26.7,500000.0
Lifeline Biotechnologies,Unknown,Reno,operating,26.7,200000.0
Lifeloc Technologies, Enterprise Software ,Wheat Ridge,operating,26.7,250000.0
LifeOnKey, Enterprise Software ,New York,operating,26.7,10000000.0
LifePics, Photography ,Boulder,operating,26.7,1980000.0
LifeScribe, Publishing ,New York,operating,26.7,0.0
Lifeshare Technologies, Biotechnology ,Shelbyville,operating,26.7,625000.0
Lifestyle Air, Medical ,Paradise Valley,operating,26.7,0.0
LifeWave, Biotechnology ,Los Altos,operating,26.7,618178.0
Lift, Consumer Electronics ,San Francisco,operating,26.7,2500000.0
LiftMetrix, Analytics ,New York,operating,26.7,2750000.0
Ligand Pharmaceuticals, Biotechnology ,San Diego,operating,26.7,225000000.0
Lighting Retrofit International, Clean Technology ,Gambrills,operating,26.7,4999929.0
Lightning Gaming, Games ,Marcus Hook,operating,26.7,4000000.0
LightningBuy, Mobile Commerce ,Bridgeport,operating,26.7,0.0
LightPath Apps, Career Planning ,Washington,operating,26.7,150000.0
LightSail Education, Education ,New York,operating,26.7,8692266.0
LightSide Labs, Software ,Pittsburgh,operating,26.7,195000.0
Lightspeed, Trading ,New York,operating,26.7,0.0
Lightspeed Genomics, Biotechnology ,Santa Clara,operating,26.7,5082474.0
"Lightspeed Technologies, Inc.", Design ,Tualatin,operating,26.7,430000.0
LightSquared, Mobile ,Reston,operating,26.7,265000000.0
Lightwave Power, Finance ,Cambridge,operating,26.7,13000000.0
Lightwaves, Hardware + Software ,Cedar Rapids,operating,26.7,1500000.0
Lightyear Network Solutions, Manufacturing ,Louisville,operating,26.7,1523100.0
Likeable Local, Software ,New York,operating,26.7,1570000.0
Likelii, E-Commerce ,Cambridge,operating,26.7,450000.0
LikeMe.Net, Social Media ,Denver,operating,26.7,3349996.0
Lili B Enterprises,Unknown,Tallahassee,operating,26.7,0.0
Lily & Strum, Design ,Pittsburgh,operating,26.7,110000.0
Limelight Health, Insurance ,California City,operating,26.7,0.0
Lincoln Peak Partners, Software ,Newton,operating,26.7,83635.0
Linear Labs, Electronics ,Fort Worth,operating,26.7,150000.0
Linebacker, Hardware + Software ,Columbus,operating,26.7,315317.0
LinguaNext, Business Intelligence ,San Jose,operating,26.7,0.0
Linguastat, Software ,San Francisco,operating,26.7,427985.0
Linkagoal, Communities ,Murphy,operating,26.7,1250000.0
LinkConnector Corporation, Advertising ,Cary,operating,26.7,275000.0
LinkCycle, Manufacturing ,Cambridge,operating,26.7,0.0
Linq3, Enterprise Software ,New York,operating,26.7,12000000.0
Lion & Foster International, Real Estate ,Corte Madera,operating,26.7,0.0
Liquid X, Semiconductors ,Pittsburgh,operating,26.7,1400000.0
LiquidFrameworks, Software ,Houston,operating,26.7,5000000.0
Liquidnet, Marketplaces ,New York,operating,26.7,0.0
Liquipel, Mobile ,Santa Ana,operating,26.7,10000000.0
Liquiteria,Unknown,New York,operating,26.7,4826339.0
Liquor.com, Curated Web ,San Francisco,operating,26.7,3100000.0
Litchy Electric,Unknown,Las Vegas,operating,26.7,0.0
Litesprite, Health Care ,Bellevue,operating,26.7,100000.0
Litigain, Legal ,New York,operating,26.7,250000.0
Litographs, Art ,Cambridge,operating,26.7,100000.0
Little Duck Organics, Hospitality ,Brooklyn,operating,26.7,4000000.0
Little Green Windmill, Consumer Electronics ,Springdale,operating,26.7,0.0
Little1, E-Commerce ,Unknown,operating,26.7,100000.0
Littlecast, Social Network Media ,San Francisco,operating,26.7,2000000.0
Live Well Financial,Unknown,Richmond,operating,26.7,0.0
LiveAir Networks, Web Hosting ,Smithville,operating,26.7,0.0
"LiveAnswer, Inc.", Cloud Computing ,Miami,operating,26.7,1500000.0
LiveAuctioneers, E-Commerce ,New York,operating,26.7,47600000.0
liveBooks, Public Relations ,Sausalito,operating,26.7,5000000.0
LiveData, Software ,Cambridge,operating,26.7,0.0
LiveHealthier, Health and Wellness ,Bethesda,operating,26.7,1000000.0
LiveHive, Analytics ,San Jose,operating,26.7,4700000.0
LiveLeaf, Biotechnology ,San Carlos,operating,26.7,3850000.0
LivePerson, Software ,New York,operating,26.7,2300000.0
LiveProcess Corp., Health Care ,Verona,operating,26.7,1616176.0
"LiveRelay, Inc.", Social Media ,San Diego,operating,26.7,5450000.0
Livescribe, Content Syndication ,Oakland,operating,26.7,46000000.0
LiveStories, Data Visualization ,Seattle,operating,26.7,118000.0
Livevol, Software ,San Francisco,operating,26.7,2000000.0
Livewire, Financial Services ,Austin,operating,26.7,225000.0
Living Independently Group,Unknown,New York,operating,26.7,8498347.0
Livonia Locksmith,Unknown,Livonia,operating,26.7,0.0
LLamasoft, Software ,Ann Arbor,operating,26.7,6100000.0
Lloydgoff.com, Finance ,Aurora,operating,26.7,0.0
LoadSpring Solutions, Software ,Wilmington,operating,26.7,6000000.0
LoadStar Sensors, Manufacturing ,Fremont,operating,26.7,1000000.0
LOAG, Fashion ,Warminster,operating,26.7,0.0
loanDepot, Finance ,Foothill Ranch,operating,26.7,12199000.0
Loans On Fine Art, Finance ,Denver,operating,26.7,0.0
LoanTek, Finance ,Boise,operating,26.7,1200000.0
Local Corporation, Advertising ,Irvine,operating,26.7,5000000.0
Local Dirt, E-Commerce ,Madison,operating,26.7,0.0
Local Energy Technologies, Software ,North Arlington,operating,26.7,40000.0
Local Magnet, Local Businesses ,Austin,operating,26.7,25000.0
Local Motors, Internet of Things ,Chandler,operating,26.7,250000.0
Local Plant Source, Software ,Austin,operating,26.7,0.0
localbacon, Employment ,New York,operating,26.7,875000.0
LocalCircles, Social Media ,Santa Clara,operating,26.7,0.0
Localist, Curated Web ,Baltimore,operating,26.7,300000.0
LocalView, Software ,Bowling Green,operating,26.7,142000.0
LocateBaltimore, E-Commerce ,Hanover,operating,26.7,0.0
Loci Controls, Clean Technology ,Boston,operating,26.7,765000.0
Lockr, Teachers ,Lincoln,operating,26.7,250000.0
LocoMotive Labs, Games ,Berkeley,operating,26.7,565002.0
Locqus, Transportation ,Detroit,operating,26.7,2000000.0
Loctronix, Software ,Woodinville,operating,26.7,1000000.0
Locus Pharmaceuticals, Biotechnology ,Blue Bell,operating,26.7,1683875.0
Loehmann's, Fashion ,Bronx,operating,26.7,35000000.0
Loftware, Business Development ,Portsmouth,operating,26.7,0.0
LogFire, Software ,Atlanta,operating,26.7,8250000.0
Logi-Serve, Software ,Farmington Hills,operating,26.7,1050000.0
Logical Apps, Software ,Irvine,operating,26.7,14000000.0
Logical Choice Technologies, Education ,Lawrenceville,operating,26.7,5000000.0
LogicBay, Software ,Warwick,operating,26.7,535952.0
Logicbroker, Curated Web ,Shelton,operating,26.7,1600000.0
LogicNets, Industrial Automation ,Washington,operating,26.7,3000000.0
LogicStream Health, Health and Wellness ,Minneapolis,operating,26.7,150000.0
Logicworks, Cloud Management ,New York,operating,26.7,7600000.0
Logoworks, Graphics ,New York,operating,26.7,9300000.0
Loladex, Curated Web ,Leesburg,operating,26.7,350000.0
Loma Linda University,Unknown,Loma Linda,operating,26.7,600000.0
Lomography, Photography ,New York,operating,26.7,1000000.0
Lone Mountain Electric, Local Businesses ,Tempe,operating,26.7,0.0
Loogla, Education ,Reno,operating,26.7,40000.0
LookAcross, Lead Management ,Redmond,operating,26.7,0.0
LOOKCAST, Curated Web ,Chicago,operating,26.7,500000.0
Loop App, Mobile ,Seattle,operating,26.7,450000.0
Loop Trolley, Public Transportation ,St Louis,operating,26.7,25000000.0
Loopback, Analytics ,Dallas,operating,26.7,600000.0
Loopd, CRM ,San Francisco,operating,26.7,1000000.0
Loopool, Textiles ,Seattle,operating,26.7,17000.0
Loopport, Music ,Los Angeles,operating,26.7,250000.0
Looxcie, Video ,Sunnyvale,operating,26.7,0.0
Lorain County Community College (LCCC), Education ,Elyria,operating,26.7,1200000.0
Los Altos Hills Winery,Unknown,Los Altos Hills,operating,26.7,100000.0
LoSo, Advertising ,West Chester,operating,26.7,700000.0
Loud Mountain, Recruiting ,Pittsburgh,operating,26.7,750000.0
LoudClick, Advertising ,Saint Paul,operating,26.7,600000.0
Loudie, Social Network Media ,New York,operating,26.7,0.0
Loveland Surgery Center, Health and Wellness ,Loveland,operating,26.7,355398.0
LoveSurf, E-Commerce ,San Clemente,operating,26.7,200000.0
Lovin' Spoonfuls,Unknown,Boston,operating,26.7,50000.0
LQ3 Pharmaceuticals, Biotechnology ,Morrisville,operating,26.7,10000000.0
LSEO, SEO ,Wilkes Barre,operating,26.7,100000.0
"LSU, Baton Rouge", Education ,Baton Rouge,operating,26.7,2000000.0
LT Technologies, Hardware + Software ,Fairfax,operating,26.7,100000.0
LTG Federal, Web Hosting ,Washington,operating,26.7,18150.0
LTN Global Communications, Software ,Savage,operating,26.7,2518753.0
Lucent Health Solutions,Unknown,Nashville,operating,26.7,13500000.0
Lucid Energy, Clean Technology ,Portland,operating,26.7,1500000.0
Lucid Holdings, Software ,Austin,operating,26.7,75000.0
Lucidity Consulting Group, Consulting ,Richardson,operating,26.7,2250000.0
Lucky Hare Brewing Company,Unknown,Hector,operating,26.7,0.0
LuckyCal, Email ,Lexington,operating,26.7,350000.0
LuckyLabs, Games ,Boston,operating,26.7,3500000.0
LuckyPennie, Social Media ,Los Angeles,operating,26.7,20000.0
Ludei, Mobile ,San Francisco,operating,26.7,1500000.0
Lumaqco,Unknown,Englewood,operating,26.7,2000000.0
LumaSense Technologies, Clean Technology ,Santa Clara,operating,26.7,0.0
LumaStream, Semiconductors ,St. Petersburg,operating,26.7,10000000.0
Lumedyne Technologies, Semiconductors ,San Diego,operating,26.7,3569519.0
Lumen Biomedical, Biotechnology ,Maple Grove,operating,26.7,675000.0
Lumense, Biotechnology ,Atlanta,operating,26.7,2650000.0
Lumi, Image Recognition ,Los Angeles,operating,26.7,268000.0
Luminate Health, Health and Wellness ,San Francisco,operating,26.7,1000000.0
Luminescent Technologies, Semiconductors ,Palo Alto,operating,26.7,9000000.0
Luminous Medical, Biotechnology ,Carlsbad,operating,26.7,4438311.0
LUMO Bodytech, Health and Wellness ,Palo Alto,operating,26.7,1000000.0
Luxe Valet, Mobile Devices ,San Francisco,operating,26.7,5500000.0
Luxera, Semiconductors ,Fremont,operating,26.7,4000000.0
Luxr, Startups ,San Francisco,operating,26.7,600000.0
Luxury Retreats, Travel ,Marion Station,operating,26.7,5000000.0
Luzaz, E-Commerce ,Clifton,operating,26.7,250000.0
LVL6, Games ,Palo Alto,operating,26.7,0.0
LVL7 Systems, Software ,Morrisville,operating,26.7,21000000.0
Lyatiss, Cloud Computing ,Mountain View,operating,26.7,3320000.0
LYFE Kitchen, Hospitality ,Chicago,operating,26.7,21000000.0
lynda.com, Education ,Carpinteria,operating,26.7,103000000.0
Lynx Laboratories, Architecture ,Austin,operating,26.7,0.0
Lynxsy, Marketplaces ,New York,operating,26.7,0.0
Lyon College, Education ,Batesville,operating,26.7,6000000.0
Lypro Biosciences, Biotechnology ,Berkeley,operating,26.7,177950.0
M Cubed Technologies, Manufacturing ,Monroe,operating,26.7,10305802.0
M Lite Solution, Manufacturing ,Wauconda,operating,26.7,450000.0
M-DISC, Hardware + Software ,Springville,operating,26.7,5202758.0
M.T. Medical Training Academy, Education ,Port St. Lucie,operating,26.7,0.0
M2 Connections, Consulting ,Oxford,operating,26.7,1225000.0
M2G, Biotechnology ,Nashville,operating,26.7,1331000.0
m2M Strategies, Advertising ,Buford,operating,26.7,1300000.0
M87, Mobile ,Austin,operating,26.7,3000000.0
Macaw, Web Development ,Washington,operating,26.7,275929.0
Mach Fuels, Automotive ,Chattanooga,operating,26.7,20000.0
"MachineShop, Inc", Local Businesses ,Boston,operating,26.7,3000000.0
Maclear, Software ,Lisle,operating,26.7,55000.0
Macrocosm, Electronics ,Lawrenceville,operating,26.7,0.0
Macrotherapy, Medical ,Scottsdale,operating,26.7,0.0
Madison Area Technical College,Unknown,Madison,operating,26.7,1200000.0
Madwire, Enterprise Software ,Loveland,operating,26.7,5500000.0
Maestro Healthcare Technology, Health Care ,Highland Park,operating,26.7,17000000.0
Maestro Market,Unknown,San Francisco,operating,26.7,215000.0
Magellan Bioscience Group, Biotechnology ,Tampa,operating,26.7,25000.0
Magellan Global Health, Biotechnology ,Carlsbad,operating,26.7,50000.0
Magellan Spine Technologies, Software ,Irvine,operating,26.7,618060.0
Magic Wheels, Biotechnology ,Seattle,operating,26.7,285075.0
Magicflix, iOS ,Redmond,operating,26.7,118000.0
Magma Flooring, Software ,River Falls,operating,26.7,2000000.0
Magneto-Inertial Fusion Technologies,Unknown,Tustin,operating,26.7,200000.0
magnify360, Personalization ,Los Angeles,operating,26.7,2500000.0
Magoosh, Certification Test ,Berkeley,operating,26.7,0.0
Magton, Photography ,Johnson City,operating,26.7,0.0
MailFrontier, Messaging ,Palo Alto,operating,26.7,1500000.0
Maine Maritime Academy, Education ,Castine,operating,26.7,2814100.0
Mainframe2, Virtualization ,Menlo Park,operating,26.7,2200000.0
Mainstream Data, Software ,Salt Lake City,operating,26.7,600000.0
MaintenanceNet, SaaS ,Carlsbad,operating,26.7,12000000.0
Maiyet, Fashion ,New York,operating,26.7,25520545.0
Make YES! Happen, Games ,Lakeland,operating,26.7,400000.0
Maker's Row, Marketplaces ,Brooklyn,operating,26.7,1000000.0
MakersKit, DIY ,Los Angeles,operating,26.7,1500000.0
Makstr, Fashion ,Tampa,operating,26.7,0.0
Malwarebytes, Software ,San Jose,operating,26.7,30000000.0
Mama's Direct Inc., Hospitality ,Corona,operating,26.7,0.0
Mamapedia, Social Media ,San Francisco,operating,26.7,4600000.0
Mammotome, Manufacturing ,Cincinnati,operating,26.7,14000000.0
Managed by Q, Bridging Online and Offline ,New York,operating,26.7,1650000.0
Managed Systems, Consulting ,New York,operating,26.7,3000000.0
Mandalay Sports Media (MSM), Games ,Studio City,operating,26.7,0.0
Mandy & Pandy, Games ,Ann Arbor,operating,26.7,0.0
Mango-Mate, Hardware + Software ,Norwalk,operating,26.7,6000000.0
Mangrove Systems, Web Hosting ,Wallingford,operating,26.7,13000000.0
Mangstor, Web Hosting ,Austin,operating,26.7,3999999.0
Manhattan Labs, Health and Wellness ,New York,operating,26.7,3700000.0
Manicube, Consulting ,New York,operating,26.7,5000000.0
Manpacks, E-Commerce ,Providence,operating,26.7,500000.0
Manta Media, Software ,Columbus,operating,26.7,43988326.0
MapD, Data Visualization ,San Francisco,operating,26.7,1500000.0
Mapsense, Graphics ,San Francisco,operating,26.7,0.0
Marathon Patent Group, Education ,Alexandria,operating,26.7,6500000.0
MarginPoint, Enterprise Software ,Lake Forest,operating,26.7,13750000.0
Marine Drive Mobile, Software ,San Francisco,operating,26.7,600000.0
Maritime Broadband, Manufacturing ,Brooklyn,operating,26.7,3640000.0
Mark Medical, Medical ,Lenexa,operating,26.7,0.0
Mark One, Health and Wellness ,San Francisco,operating,26.7,3000000.0
Market Track, Market Research ,Chicago,operating,26.7,153000000.0
Market6, Analytics ,Deerfield,operating,26.7,5500000.0
MarketBrief, Curated Web ,Mountain View,operating,26.7,0.0
Marketcetera, Software ,San Francisco,operating,26.7,4000000.0
Marketforce One, Consulting ,Saratoga,operating,26.7,1600000.0
MarketGid, Advertising ,New York,operating,26.7,0.0
Marketing Technology Concepts, Software ,Schaumburg,operating,26.7,400000.0
MarketLive, E-Commerce ,Petaluma,operating,26.7,20000000.0
Markkit, Fashion ,San Francisco,operating,26.7,0.0
Marshad Technology Group, Advertising ,New York,operating,26.7,2000000.0
MartMobi Technologies, Mobile Commerce ,Chicago,operating,26.7,251333.0
Maryland Energy and Sensor Technologies, Clean Technology ,College Park,operating,26.7,100000.0
Mashable, Technology ,New York,operating,26.7,14000000.0
Mashalot, Software ,Minneapolis,operating,26.7,200000.0
Mashwork, Analytics ,New York,operating,26.7,1500000.0
MashWorx,Unknown,Orem,operating,26.7,0.0
Mass Appeal, News ,New York,operating,26.7,1200000.0
Massachusetts Clean Energy Center, Clean Technology ,Boston,operating,26.7,300000.0
Massachusetts Institute of Technology - MIT, Education ,Cambridge,operating,26.7,90000000.0
Massage Envy, Health and Wellness ,Scottsdale,operating,26.7,0.0
MassBioEd, Education ,Cambridge,operating,26.7,100000.0
Massively Fun, Games ,Seattle,operating,26.7,0.0
Massively Parallel Technologies, Software ,Boulder,operating,26.7,5388575.0
MassiveU, Apps ,Naples,operating,26.7,700000.0
Master Route, Transportation ,Goodyear,operating,26.7,0.0
Master The Gap, Trading ,Morrisville,operating,26.7,725000.0
Masterbranch, Recruiting ,San Francisco,operating,26.7,470000.0
Masterson Industries, Manufacturing ,Albuquerque,operating,26.7,0.0
Match Point Partners, Finance ,New York,operating,26.7,25000000.0
Matchbook, Restaurants ,New York,operating,26.7,250000.0
Matchfund, Finance ,San Jose,operating,26.7,40000.0
Matchpoint Careers, Human Resources ,New York,operating,26.7,1000000.0
Materia, Manufacturing ,Pasadena,operating,26.7,14900000.0
Materials and Systems Research, Market Research ,Salt Lake City,operating,26.7,2800000.0
Materna Medical, Health Care ,San Francisco,operating,26.7,1000000.0
Matlach Investments, Transportation ,East Granby,operating,26.7,0.0
Matone Cooper Mobile Dentistry, Medical ,North Little Rock,operating,26.7,0.0
Matrix Electronic Measuring, Hardware + Software ,Salina,operating,26.7,50000.0
MATTER, Health Care ,Chicago,operating,26.7,4400000.0
Matter.io, PaaS ,Brooklyn,operating,26.7,1000000.0
Matthew Kenney Cuisine, Education ,Santa Monica,operating,26.7,250000.0
Matthew Walker Comprehensive Health Center, Nonprofits ,Nashville,operating,26.7,173210.0
Mature Women's Health Solutions,Unknown,Los Gatos,operating,26.7,6000000.0
Maui Fun Company, Entertainment ,Lahaina,operating,26.7,0.0
Maverix Biomics, Biotechnology ,San Mateo,operating,26.7,6000000.0
Max Planck Florida Institute, Education ,Jupiter,operating,26.7,2400000.0
MaxCDN, Content Delivery ,Los Angeles,operating,26.7,0.0
Maxcyte, Biotechnology ,Gaithersburg,operating,26.7,1500000.0
Maxeler Technologies, Web Hosting ,Palo Alto,operating,26.7,1998990.0
Maxim Athletic, Fashion ,Chula Vista,operating,26.7,0.0
Maximus, Business Services ,Reston,operating,26.7,7926732.0
Maximus Media Worldwide, Advertising ,Pittsburgh,operating,26.7,600000.0
Maxpanda SaaS Software, Software ,Santa Monica,operating,26.7,250000.0
MaxVision, Hardware + Software ,Madison,operating,26.7,2000000.0
Médecins Sans Frontières, Health Care ,New York,operating,26.7,6300000.0
MBio Diagnostics, Biotechnology ,Boulder,operating,26.7,1997424.0
MBS Capital, Transportation ,Indianapolis,operating,26.7,30000.0
MC2, Medical ,Eureka,operating,26.7,0.0
MCK Communications, Telecommunications ,Needham,operating,26.7,0.0
"MCube, Inc", Semiconductors ,San Jose,operating,26.7,37000000.0
MD Revolution, Mobile ,La Jolla,operating,26.7,7000000.0
MD SolarSciences, Biotechnology ,Norwalk,operating,26.7,2227004.0
MD2U, Health and Wellness ,Louisville,operating,26.7,3000000.0
MDdatacor, Health and Wellness ,Alpharetta,operating,26.7,2635249.0
MDJunction, Curated Web ,Kelayres,operating,26.7,0.0
MDLIVE, Health Care ,Fort Lauderdale,operating,26.7,23600000.0
MDxHealth, Biotechnology ,Irvine,operating,26.7,23600000.0
Me!Box Media, Media ,Indianapolis,operating,26.7,500000.0
Meal Sharing, Travel ,Chicago,operating,26.7,0.0
Meaningfy, Enterprise Software ,Pittsburgh,operating,26.7,0.0
Measurement Analytics, Medical ,Cheyenne,operating,26.7,0.0
MEC Dynamics, Health Care ,San Jose,operating,26.7,9549115.0
MECLUB, Consumer Internet ,Menlo Park,operating,26.7,100000.0
Med Access, Biotechnology ,M C B H Kaneohe Bay,operating,26.7,10000.0
MedAlliance,Unknown,Maynard,operating,26.7,0.0
Medallion Learning, Education ,Northern Washington Co,operating,26.7,500000.0
MedaNext, Medical ,Redmond,operating,26.7,0.0
MedAptus, Software ,Boston,operating,26.7,6000000.0
MedClaims Liaison, Health and Wellness ,Philadelphia,operating,26.7,400000.0
MedClimate, Health Care ,Arlington,operating,26.7,280000.0
Meddle, Curated Web ,Atlantic Highlands,operating,26.7,345000.0
MedeAnalytics, Analytics ,Emeryville,operating,26.7,50000000.0
MEDEM, Health and Wellness ,San Francisco,operating,26.7,1689000.0
MedEncentive, Health Care ,Oklahoma City,operating,26.7,2096674.0
Media Battles, News ,Boone,operating,26.7,0.0
Media Machines, Curated Web ,San Francisco,operating,26.7,9400000.0
Media Platform Inc., Software ,Beverly Hills,operating,26.7,4250000.0
Media Radar, Internet ,New York,operating,26.7,6697317.0
Mediabistro Inc., Curated Web ,New York,operating,26.7,6483366.0
mediafeedia, Consulting ,Savannah,operating,26.7,575000.0
MediaLAB, Travel ,Cambridge,operating,26.7,10000000.0
MediaLifTV, Consumer Electronics ,Irvine,operating,26.7,0.0
MediaMogul, Software ,Los Angeles,operating,26.7,1000000.0
MediaSilo, Software ,Boston,operating,26.7,2250000.0
Mediaspectrum, Software ,Burlington,operating,26.7,35800000.0
MediaTrove, Music ,Corrales,operating,26.7,20000.0
Medical Breakthroughs Fund, Health and Wellness ,Las Vegas,operating,26.7,1600000.0
Medical Connections, Biotechnology ,Boca Raton,operating,26.7,51050.0
Medical Depot, Health Care ,Port Washington,operating,26.7,115000000.0
Medical Heights Surgery Center, Health Care ,Lexington,operating,26.7,1524519.0
Medical Image Mining Laboratories, Software ,Valhalla,operating,26.7,3900000.0
Medical Referral Source, Health Care ,Tucson,operating,26.7,1700000.0
Medical Reimbursements of America, Health Care ,Franklin,operating,26.7,7500000.0
Medical Technologies International, Biotechnology ,Palm Desert,operating,26.7,475000.0
Medicalodges, Health and Wellness ,Coffeyville,operating,26.7,2200000.0
MedicaMetrix, Health Care ,Wayland,operating,26.7,1631710.0
Medigram, Mobile Health ,Los Altos,operating,26.7,0.0
MediLogix,Unknown,Denver,operating,26.7,1750000.0
MedImpact Healthcare Systems, Health and Wellness ,San Diego,operating,26.7,1376848.0
Medina Medical, Hardware + Software ,Menlo Park,operating,26.7,3844994.0
Medisas, Software ,San Francisco,operating,26.7,0.0
Medisyn Technologies, Biotechnology ,Minnetonka,operating,26.7,1500000.0
Medisync Bioservices, Biotechnology ,Delray Beach,operating,26.7,625000.0
Meditech,Unknown,Westwood,operating,26.7,0.0
Meditope Biosciences, Biotechnology ,Pasadena,operating,26.7,3600000.0
"Meditrina Pharmaceuticals, Inc", Biotechnology ,Ann Arbor,operating,26.7,50000.0
Medium, News ,San Francisco,operating,26.7,25000000.0
Medivance, Biotechnology ,Louisville,operating,26.7,8070000.0
MedLink, Biotechnology ,Hauppauge,operating,26.7,1250000.0
MEDNAX,Unknown,Fort Lauderdale,operating,26.7,0.0
MedNet Solutions, Software ,Minnetonka,operating,26.7,4000000.0
MEDOP, Biotechnology ,Old Saybrook,operating,26.7,2500000.0
MedPAC Technologies, Health Care Information Technology ,Columbus,operating,26.7,100000.0
MedPassage, Hospitals ,Denver,operating,26.7,550000.0
MedPlexus, Biotechnology ,Sunnyvale,operating,26.7,2486458.0
Medrio, Software ,San Francisco,operating,26.7,2026196.0
Medsign International, Health and Wellness ,West Palm Beach,operating,26.7,2500000.0
MedTera Solutions, Advertising ,New York,operating,26.7,250000.0
Medtric Biotech, Health Care ,Lafayette,operating,26.7,100000.0
Meeps, Search ,Boulder,operating,26.7,0.0
MeetBall, Travel ,Chicago,operating,26.7,688600.0
MeetingSense Software, Software ,San Diego,operating,26.7,3000000.0
MeetMeTix, E-Commerce ,Austin,operating,26.7,500000.0
MeFeedia, Apps ,Burbank,operating,26.7,250000.0
Megapolygon Corporation, Networking ,Macungie,operating,26.7,0.0
Meijer, Health and Wellness ,Greenville,operating,26.7,12000000.0
Mela Artisans, Fashion ,Boca Raton,operating,26.7,3000000.0
MELA Sciences, Health Care ,Irvington,operating,26.7,12000000.0
Melboss, Mobile ,Palo Alto,operating,26.7,100000.0
Melior Innovations,Unknown,Houston,operating,26.7,12000000.0
Member Savings Program, E-Commerce ,Sarasota,operating,26.7,0.0
MemberConnection,Unknown,Bethesda,operating,26.7,200000.0
MemberPlanet, Software ,Torrance,operating,26.7,2500000.0
MembraneX, Consulting ,Chanhassen,operating,26.7,75000.0
MEMC Electronic Materials, Semiconductors ,O Fallon,operating,26.7,60000000.0
Memetales, Games ,Bellevue,operating,26.7,100000.0
memloom, Design ,Ferndale,operating,26.7,523500.0
Memoir Systems, Semiconductors ,Sunnyvale,operating,26.7,5100000.0
Memorial Sloan - Kettering Cancer Center, Health Care ,New York,operating,26.7,90000000.0
Menlo Security,Unknown,Menlo Park,operating,26.7,10000000.0
Mentis Technology, Biotechnology ,Centennial,operating,26.7,3000000.0
MentorMob, Curated Web ,Chicago,operating,26.7,220000.0
MEPS Real-Time, Software ,Carlsbad,operating,26.7,355000.0
Mercantec, E-Commerce ,Germantown,operating,26.7,0.0
Mercator MedSystems, Biotechnology ,San Leandro,operating,26.7,6500000.0
Merchant Cash and Capital, Finance ,New York,operating,26.7,75000000.0
Merchant Exchange, Curated Web ,New York,operating,26.7,1000000.0
Mercury Intermedia, iPhone ,Brentwood,operating,26.7,0.0
Mercy Ships, Nonprofits ,Lindale,operating,26.7,2000000.0
MeritBuilder, Consulting ,Maumelle,operating,26.7,0.0
Merkle, Advertising ,Columbia,operating,26.7,75000000.0
Merlin, Software ,Atlanta,operating,26.7,550000.0
Mesa Air Group,Unknown,Phoenix,operating,26.7,30000000.0
Mesh Networks, Software ,Houston,operating,26.7,4300000.0
Meshfire, Software ,Kirkland,operating,26.7,50000.0
Mesolight, Nanotechnology ,Little Rock,operating,26.7,0.0
Messagemind, Enterprise Software ,New York,operating,26.7,3427500.0
MET Tech, Manufacturing ,Jersey City,operating,26.7,175000.0
Meta Data Analytics 360,Unknown,Fair Oaks,operating,26.7,500000.0
Metabiota, Risk Management ,San Francisco,operating,26.7,2800000.0
MetaCert, Security ,San Francisco,operating,26.7,740000.0
MetaFarms, Software ,Burnsville,operating,26.7,376256.0
Metagenics, Health and Wellness ,Aliso Viejo,operating,26.7,28100000.0
Metago, Android ,Marietta,operating,26.7,550000.0
MetaLogics,Unknown,Minneapolis,operating,26.7,200000.0
Metanautix, Big Data Analytics ,Palo Alto,operating,26.7,7000000.0
Metara, Semiconductors ,Sunnyvale,operating,26.7,11500000.0
Metheor Therapeutics, Biotechnology ,Shoreline,operating,26.7,185000.0
Metis Legacy Group, Real Estate ,Irvine,operating,26.7,1000000.0
MetrixLab, Analytics ,San Francisco,operating,26.7,0.0
Metrodigi, Software ,Larkspur,operating,26.7,3170000.0
MetroLinked, Advice ,Columbus,operating,26.7,0.0
Metronom Health, Medical ,Laguna Hills,operating,26.7,4800147.0
Metropolis Dialysis Services, Health and Wellness ,Waltham,operating,26.7,1024044.0
MetroTech Net, Big Data ,Alpharetta,operating,26.7,1100000.0
Metroview Capital, Real Estate ,Charlotte,operating,26.7,500000.0
Mezzobit, Enterprise Software ,New York,operating,26.7,40000.0
mFrontiers,Unknown,Libertyville,operating,26.7,405000.0
Miami Instruments, Hardware + Software ,Miami,operating,26.7,3000000.0
Micello, Maps ,Sunnyvale,operating,26.7,0.0
Michael B. White Enterprises, Entertainment ,North Little Rock,operating,26.7,0.0
Michael Bieker, Finance ,Bend,operating,26.7,30000.0
Michigan Economic Development Corporation, Finance ,Lansing,operating,26.7,500000.0
Michigan Home Brokers, Real Estate ,Washington,operating,26.7,0.0
